,Book,Author,Genres,Avg_Rating
7334,The Great Game of Business: Unlocking the Power and Profitability of Open-Book Management,Jack Stack,"['Business', 'Nonfiction', 'Personal Development']",3.92
7335,Makers and Takers: The Rise of Finance and the Fall of American Business,Rana Foroohar,"['Business', 'Nonfiction', 'Politics', 'History']",3.97
7336,Mother of Sorrows,Richard McCann,"['Fiction', 'Short Stories', 'Historical Fiction']",3.95
7337,The Last Report on the Miracles at Little No Horse,Louise Erdrich,"['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'Novels']",4.19
7338,"Cut to the Quick (Julian Kestrel Mysteries, #1)",Kate Ross,"['Mystery', 'Historical Fiction', 'Historical', 'Fiction', 'Mystery Thriller']",4.0
7339,The New Drawing on the Right Side of the Brain,Betty Edwards,"['Nonfiction', 'Psychology', 'Self Help']",3.87
7340,Rules of Civility,Amor Towles,"['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'Audiobook']",4.07
7341,Backlash: The Undeclared War Against American Women,Susan Faludi,"['Nonfiction', 'Politics', 'History']",4.03
7342,Flyboys: A True Story of Courage,James D. Bradley,"['History', 'Nonfiction', 'War', 'Biography']",4.18
7343,A Study in Scarlet / The Hound of the Baskervilles,Arthur Conan Doyle,"['Mystery', 'Classics', 'Fiction', 'Crime', 'British Literature', 'Mystery Thriller']",4.03
7344,Life & Times of Michael K,J.M. Coetzee,"['Fiction', 'Literature', 'Novels', 'Literary Fiction']",3.86
7345,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",Jessica Day George,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Magic']",3.94
7346,Better Homes and Gardens New Cook Book,Better Homes and Gardens,['Nonfiction'],4.14
7347,Kiss Kiss,Roald Dahl,"['Short Stories', 'Fiction', 'Horror', 'Classics', 'Humor', 'Fantasy', 'British Literature']",4.08
7348,"Ruining Me (Ruining, #1)",Nicole Reed,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance']",4.04
7349,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",Rick Riordan,"['Fantasy', 'Young Adult', 'Middle Grade', 'Short Stories', 'Fiction', 'Adventure']",4.26
7350,A Walk Across the Sun,Corban Addison,"['Fiction', 'Historical Fiction', 'Contemporary', 'Thriller', 'Adult Fiction']",4.15
7351,A Stone for Benjamin,Fiona  Gold Kroll,['Nonfiction'],4.14
7352,"My Life as a White Trash Zombie (White Trash Zombie, #1)",Diana Rowland,"['Urban Fantasy', 'Fantasy', 'Horror', 'Paranormal', 'Fiction', 'Mystery']",3.94
7353,All But My Life,Gerda Weissmann Klein,"['Nonfiction', 'Memoir', 'History', 'Biography', 'War']",4.31
7354,Lean Thinking: Banish Waste and Create Wealth in Your Corporation,James P. Womack,"['Business', 'Nonfiction', 'Personal Development']",3.91
7355,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,"['Mystery', 'Fiction', 'Crime', 'Historical Fiction', 'Thriller']",3.77
7356,That Frequent Visitor,K.Hari Kumar,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Romance']",3.55
7357,Jukebox: a stylish London crime novel,Saira Viola,['Crime'],4.36
7358,"We'll Always Have Summer (Summer, #3)",Jenny Han,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Chick Lit']",3.88
7359,"Forever Red (Bama Boys, #1)",Carina Adams,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult']",4.19
7360,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,"['Science Fiction', 'Fiction', 'Fantasy', 'Mystery', 'Science Fiction Fantasy']",3.83
7361,The Pieces We Keep,Kristina McMorris,"['Historical Fiction', 'Fiction', 'War', 'Romance', 'Contemporary', 'Historical']",3.89
7362,I Let You Go,Clare Mackintosh,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']",4.05
7364,The Suitable Inheritor,Pushpendra Mehta,['Fiction'],4.09
7365,"Fool Moon (The Dresden Files, #2)",Jim Butcher,"['Fantasy', 'Urban Fantasy', 'Mystery', 'Fiction', 'Paranormal', 'Magic', 'Audiobook']",3.99
7366,Un monstruo viene a verme,Patrick Ness,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Contemporary']",4.35
7367,The Unconsoled,Kazuo Ishiguro,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'Fantasy', 'British Literature']",3.58
7368,My Year of Rest and Relaxation,Ottessa Moshfegh,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Adult', 'Novels']",3.69
7369,The Trojan Women,Euripides,"['Classics', 'Drama', 'Fiction']",3.85
7370,The Other Woman,Eric Jerome Dickey,"['Fiction', 'Romance', 'Drama', 'Adult Fiction', 'Audiobook']",4.31
7371,The Theory and Practice of Hell,Eugen Kogon,"['History', 'Nonfiction', 'War', 'Psychology']",4.22
7372,Mecanoscrit del segon origen,Manuel de Pedrolo,"['Science Fiction', 'Fiction', 'Dystopia', 'Classics', 'Young Adult', 'School', 'Novels']",3.76
7373,Where Are the Cocoa Puffs?: A Family's Journey through Bipolar Disorder,Karen Winters Schwartz,"['Psychology', 'Nonfiction', 'Memoir']",3.74
7374,"Vanish (Firelight, #2)",Sophie Jordan,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy']",3.91
7375,"Mortal Coil (Skulduggery Pleasant, #5)",Derek Landy,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Magic', 'Fiction', 'Mystery', 'Adventure']",4.46
7376,Hannah Coulter,Wendell Berry,"['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Audiobook', 'Adult Fiction', 'Literature']",4.37
7377,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",Michael Connelly,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook']",4.11
7378,Platform,Michel Houellebecq,"['Fiction', 'Novels', 'Literature', 'Contemporary']",3.81
7379,Human Traces,Sebastian Faulks,"['Fiction', 'Historical Fiction', 'Historical', 'Psychology', 'Contemporary', 'Novels', 'Literary Fiction']",3.67
7380,"Cross Bones (Temperance Brennan, #8)",Kathy Reichs,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense']",3.88
7381,Carnal Innocence,Nora Roberts,"['Romance', 'Mystery', 'Contemporary Romance', 'Suspense', 'Fiction', 'Contemporary']",3.97
7382,Women in Love,D.H. Lawrence,"['Classics', 'Fiction', 'Literature', 'Romance', 'Novels']",3.66
7383,"Find You in the Dark (Find You in the Dark, #1)",A. Meredith Walters,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance']",3.93
7384,"The Deep Blue Good-By (Travis McGee, #1)",John D. MacDonald,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller']",3.91
7385,A Severed Head,Iris Murdoch,"['Fiction', 'Classics', 'Novels', 'British Literature', 'Literary Fiction', 'Literature']",3.75
7386,"Where the Wild Things Were: Life, Death, and Ecological Wreckage in a Land of Vanishing Predators",William Stolzenburg,"['Nonfiction', 'Science', 'Animals']",4.22
7387,"Boy: Tales of Childhood (Roald Dahl's Autobiography, #1)",Roald Dahl,"['Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Classics', 'Biography Memoir']",4.07
7388,Amani's River,David Hartness,"['Historical Fiction', 'Fiction']",4.26
7389,Jamaica Inn,Daphne du Maurier,"['Classics', 'Fiction', 'Historical Fiction', 'Mystery', 'Romance', 'Historical']",3.89
7390,Lincoln's Dreams,Connie Willis,"['Science Fiction', 'Fiction', 'Fantasy', 'Historical Fiction', 'Science Fiction Fantasy', 'Historical']",3.51
7391,The Tree Of Man,Patrick White,"['Fiction', 'Classics', 'Novels', 'Literature', 'Historical Fiction']",3.96
7393,"Star Wars: Revenge of the Sith (Star Wars Novelizations, #3)",Matthew Woodring Stover,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Novels']",4.24
7394,The Imperfectionists,Tom Rachman,"['Fiction', 'Short Stories', 'Contemporary', 'Literary Fiction']",3.54
7395,"Torn (Trylle, #2)",Amanda Hocking,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Magic']",4.03
7396,"Switched (Trylle, #1)",Amanda Hocking,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Urban Fantasy']",3.87
7397,One: The Power of One Step,Kellie McNabb,"['Memoir', 'Nonfiction']",3.86
7398,"White Knight Dom Academy (White Knight Dom Academy, #1)",Lucian Bane,[],4.5
7399,Nineteen Cuts,Ringo Gene Hayden,['Fiction'],4.56
7400,"Disowned (Allegiance, #1)",Sarah Addison-Fox,"['Fantasy', 'Young Adult', 'Christian', 'Dystopia', 'Romance', 'Adventure']",4.13
7401,The Ultimate Religion,Gillian Dance,"['Fiction', 'Thriller', 'Drama', 'Suspense', 'Mystery', 'Adult Fiction']",4.44
7402,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"['Nonfiction', 'Philosophy', 'Business', 'Psychology', 'Science']",3.9
7403,The Dutch House,Ann Patchett,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Historical', 'Adult', 'Adult Fiction']",4.1
7404,"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Crime', 'Romance']",4.2
7405,"The Third Option (Mitch Rapp, #4)",Vince Flynn,"['Fiction', 'Thriller', 'Mystery', 'Suspense']",4.27
7406,The Desire Map,Danielle LaPorte,"['Self Help', 'Nonfiction', 'Personal Development', 'Spirituality', 'Psychology', 'Business']",3.92
7407,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Historical', 'High Fantasy', 'Young Adult']",4.17
7408,The Heart of Change: Real-Life Stories of How People Change Their Organizations,John P. Kotter,"['Business', 'Nonfiction', 'Psychology']",3.96
7409,"The Crossing Places (Ruth Galloway, #1)",Elly Griffiths,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'British Literature', 'Audiobook']",3.92
7410,"Fudge Cupcake Murder (Hannah Swensen, #5)",Joanne Fluke,"['Mystery', 'Fiction', 'Audiobook', 'Mystery Thriller', 'Romance', 'Crime']",3.91
7411,تشي,أحمد خالد توفيق,"['Fiction', 'Novels', 'Fantasy']",4.0
7412,A Proper Pursuit,Lynn Austin,"['Historical Fiction', 'Fiction', 'Christian', 'Romance', 'Historical']",4.17
7413,A Taste for Green Tangerines,Barbara Bisco,['Fiction'],3.24
7414,The Financial Lives of the Poets,Jess Walter,"['Fiction', 'Humor', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Poetry']",3.7
7415,"The Bull from the Sea (Theseus, #2)",Mary Renault,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy']",4.1
7416,Spieltrieb,Juli Zeh,"['Fiction', 'Contemporary', 'Novels', 'Literature']",3.79
7417,Revolution,Jennifer Donnelly,"['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Fantasy', 'Contemporary']",4.0
7418,What Becomes of the Broken Hearted?,Alan Duff,"['Fiction', 'Contemporary', 'Novels', 'Literature']",3.69
7419,"Black Order (Sigma Force, #3)",James Rollins,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Mystery Thriller', 'Science Fiction']",4.16
7420,"Spells (Wings, #2)",Aprilynne Pike,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Magic']",3.97
7421,The Waste Land and Other Poems,T.S. Eliot,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', 'School']",4.22
7422,Happy Accidents: A Memoir,Jane Lynch,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Autobiography', 'Audiobook']",3.7
7423,Doña Bárbara,Rómulo Gallegos,"['Fiction', 'Classics', 'Historical Fiction']",3.79
7424,The Shadow of the Sun,Ryszard Kapuściński,"['Nonfiction', 'History', 'Memoir']",4.39
7427,Leaving Las Vegas,John  O'Brien,"['Fiction', 'Romance', 'Literary Fiction', 'Novels', 'Literature', 'Contemporary', 'Classics']",4.0
7428,Batman: Hush,Jeph Loeb,['Fiction'],4.28
7429,Puslu Kıtalar Atlası,İhsan Oktay Anar,"['Fiction', 'Novels', 'Fantasy', 'Historical Fiction']",4.51
7430,La leyenda del Rey Errante,Laura Gallego García,"['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Adventure', 'Historical', 'Middle Grade']",4.0
7431,"The Warded Man (The Demon Cycle, #1)",Peter V. Brett,"['Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Adventure']",4.25
7432,"Raising Steam (Discworld, #40)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Audiobook', 'Science Fiction Fantasy']",4.0
7433,Thirteen Reasons Why,Jay Asher,"['Young Adult', 'Fiction', 'Contemporary', 'Mystery']",3.86
7434,In Desert and Wilderness,Henryk Sienkiewicz,"['Classics', 'School', 'Fiction', 'Adventure', 'Childrens', 'Young Adult']",3.4
7435,"Blue Labyrinth (Pendergast, #14)",Douglas Preston,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']",4.12
7436,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,"['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']",4.19
7437,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"['Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Audiobook']",4.09
7438,No Exit and Three Other Plays,Jean-Paul Sartre,"['Philosophy', 'Fiction', 'Drama', 'Classics']",4.08
7439,"Unnatural Causes (Adam Dalgliesh, #3)",P.D. James,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Mystery Thriller', 'Audiobook']",3.9
7440,The Goblin Twins,Kit Barrie,['Fantasy'],4.12
7441,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",Philippa Gregory,"['Historical Fiction', 'Historical', 'Fiction', 'Romance', 'British Literature', 'Adult', 'Audiobook']",3.99
7442,La educación de Henry Adams,Henry Adams,"['Biography', 'History', 'Nonfiction', 'Classics', 'Memoir', 'Autobiography']",3.64
7443,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,"['Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Humor', 'Biography Memoir']",3.87
7444,A Woman's Place,Lynn Austin,"['Historical Fiction', 'Fiction', 'Christian', 'Historical', 'Romance']",4.26
7445,Poison in the Blood: The Memoirs of Lucrezia Borgia,M.G. Scarsbrook,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook']",3.42
7446,Selected Poems,W.H. Auden,"['Poetry', 'Classics', 'Literature', 'Fiction', 'British Literature', 'School']",4.19
7447,And Still I Rise,Maya Angelou,"['Poetry', 'Classics', 'Nonfiction', 'Audiobook']",4.42
7448,Four Quartets,T.S. Eliot,"['Poetry', 'Classics', 'Fiction', 'Literature', 'Philosophy', 'American']",4.38
7450,"For Darkness Shows the Stars (For Darkness Shows the Stars, #1)",Diana Peterfreund,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction']",3.87
7451,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Paranormal']",4.15
7452,Retribution (C.J. Townsend #1),Jilliane Hoffman,"['Thriller', 'Crime', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense']",4.09
7453,The Feast of All Saints,Anne Rice,"['Fiction', 'Historical Fiction', 'Horror', 'Fantasy', 'Historical', 'Paranormal']",3.87
7454,"The Boxcar Children (The Boxcar Children, #1)",Gertrude Chandler Warner,"['Childrens', 'Fiction', 'Mystery', 'Classics', 'Middle Grade', 'Young Adult']",4.12
7455,The Twilight Collection,Stephenie Meyer,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Paranormal']",3.81
7456,"The High Window (Philip Marlowe, #3)",Raymond Chandler,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Novels']",4.04
7457,"Pan Wołodyjowski (Trylogia, #3)",Henryk Sienkiewicz,"['Historical Fiction', 'Classics', 'Fiction', 'Historical', 'Literature']",3.97
7458,Look Again,Lisa Scottoline,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Audiobook', 'Mystery Thriller', 'Adult']",3.88
7459,The Labyrinth of Solitude and Other Writings,Octavio Paz,"['Nonfiction', 'History', 'Philosophy', 'Poetry', 'Classics']",4.12
7460,Lost in the Funhouse,John Barth,"['Short Stories', 'Fiction', 'Literature', 'American', 'Classics', 'Literary Fiction']",3.7
7461,Have Space Suit—Will Travel,Robert A. Heinlein,"['Science Fiction', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Adventure']",3.92
7462,Aylak Adam,Yusuf Atılgan,"['Fiction', 'Classics', 'Novels', 'Literature']",4.27
7463,Hard Choices,Hillary Rodham Clinton,"['Nonfiction', 'Politics', 'Biography', 'Memoir', 'History', 'Audiobook', 'Autobiography']",3.6
7465,The Path to Tyranny: A History of Free Society's Descent into Tyranny,Michael E. Newton,"['History', 'Nonfiction', 'Politics']",3.96
7466,"Watch Me Walk Away (Walking, #1)",Jill Prand,"['Romance', 'Contemporary Romance', 'New Adult', 'Contemporary']",3.91
7467,Creation,Gore Vidal,"['Historical Fiction', 'Fiction', 'Historical', 'Literature', 'Philosophy', 'Classics', 'Novels']",4.23
7468,Beneath a Marble Sky,John Shors,"['Historical Fiction', 'Fiction', 'Romance', 'Historical']",4.02
7469,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,"['Nonfiction', 'Business', 'Self Help']",4.03
7471,രണ്ടാമൂഴം | Randamoozham,M.T. Vasudevan Nair,"['Fiction', 'Novels', 'Classics', 'Fantasy']",4.28
7472,Fear the Heart (Werelock Evolution Book 2),Hettie Ivers,"['Paranormal', 'Romance', 'Fantasy', 'Adult']",4.09
7473,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"['Psychology', 'Science', 'Nonfiction', 'Philosophy', 'Politics']",4.09
7474,"Stories of Music, Volume 1",Holly E. Tripp,[],4.69
7475,Devil at My Heels,Louis Zamperini,"['Nonfiction', 'History', 'Biography', 'Memoir', 'War']",4.36
7476,"The Notebook, The Proof, The Third Lie: Three Novels",Ágota Kristóf,"['Fiction', 'Historical Fiction', 'War', 'Literature', 'Classics', 'Contemporary']",4.41
7477,The Art of Dreaming,Carlos Castaneda,"['Spirituality', 'Nonfiction', 'Philosophy', 'Psychology']",4.01
7479,"Seize the Night (Moonlight Bay, #2)",Dean Koontz,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Mystery Thriller']",4.09
7480,These Things Hidden,Heather Gudenkauf,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Young Adult', 'Contemporary']",3.87
7481,"Ready Player One (Ready Player One, #1)",Ernest Cline,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']",4.23
7482,A Thousand Boy Kisses,Tillie Cole,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Audiobook']",4.14
7483,Burnt Tongues,Chuck Palahniuk,"['Short Stories', 'Fiction', 'Horror', 'Adult']",3.79
7484,"Pack's Posse (Simon Pack, #8)",John M. Vermillion,[],4.31
7485,Permanent Record,Edward Snowden,"['Nonfiction', 'Biography', 'Politics', 'Memoir', 'History', 'Audiobook']",4.31
7486,M. Butterfly,David Henry Hwang,"['Drama', 'Fiction', 'Classics', 'School', 'Historical Fiction']",3.92
7487,Galileo,Bertolt Brecht,"['Classics', 'Drama', 'Fiction', 'School']",3.68
7488,"The Last Mile (Amos Decker, #2)",David Baldacci,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']",4.23
7489,The Happiness of Pursuit: Finding the Quest That Will Bring Purpose to Your Life,Chris Guillebeau,"['Nonfiction', 'Self Help', 'Personal Development', 'Psychology', 'Business', 'Memoir']",3.69
7490,The Transitional Program for Socialist Revolution,Leon Trotsky,"['Politics', 'Nonfiction', 'Philosophy', 'Classics']",4.19
7491,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,Robert K. Massie,"['History', 'Nonfiction', 'Biography', 'Historical', 'Biography Memoir']",4.21
7492,Gaia and the New Politics of Love: Notes for a Poly Planet,Serena Anderlini-D'Onofrio,[],4.45
7493,Zen Shorts,Jon J. Muth,"['Childrens', 'Fiction', 'Philosophy', 'Animals', 'Fantasy']",4.25
7494,Jeremy Fink and the Meaning of Life,Wendy Mass,"['Young Adult', 'Middle Grade', 'Fiction', 'Mystery', 'Contemporary']",4.02
7495,"Anybody Out There? (Walsh Family, #4)",Marian Keyes,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult', 'Contemporary Romance']",3.93
7496,She Walks in Beauty,Siri Mitchell,"['Historical Fiction', 'Romance', 'Historical', 'Christian', 'Fiction']",3.89
